Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS
Datetime,,,,,,
2026-04-23 03:45:00+00:00,1813.699951171875,1813.699951171875,1827.5,1813.699951171875,1827.5,0
2026-04-23 03:46:00+00:00,1815.5,1815.5,1815.5,1812.5,1813.9000244140625,82832
2026-04-23 03:47:00+00:00,1816.0,1816.0,1817.9000244140625,1814.9000244140625,1815.4000244140625,44441
2026-04-23 03:48:00+00:00,1819.5,1819.5,1820.800048828125,1815.800048828125,1816.0999755859375,39752
2026-04-23 03:49:00+00:00,1820.4000244140625,1820.4000244140625,1820.5999755859375,1819.0999755859375,1819.9000244140625,39408
2026-04-23 03:50:00+00:00,1818.800048828125,1818.800048828125,1820.300048828125,1818.5,1820.0,22546
2026-04-23 03:51:00+00:00,1821.9000244140625,1821.9000244140625,1821.9000244140625,1818.199951171875,1820.4000244140625,16485
2026-04-23 03:52:00+00:00,1821.800048828125,1821.800048828125,1822.0,1821.0,1821.0,11245
2026-04-23 03:53:00+00:00,1821.199951171875,1821.199951171875,1822.5,1821.199951171875,1822.4000244140625,22181
2026-04-23 03:54:00+00:00,1821.0999755859375,1821.0999755859375,1821.300048828125,1820.5,1821.0999755859375,12666
2026-04-23 03:55:00+00:00,1820.800048828125,1820.800048828125,1821.800048828125,1820.199951171875,1821.699951171875,12993
2026-04-23 03:56:00+00:00,1823.0,1823.0,1823.0,1820.199951171875,1820.5999755859375,10159
2026-04-23 03:57:00+00:00,1823.0999755859375,1823.0999755859375,1824.0,1821.5999755859375,1823.699951171875,21944
2026-04-23 03:58:00+00:00,1824.0999755859375,1824.0999755859375,1825.699951171875,1823.5999755859375,1823.5999755859375,27302
2026-04-23 03:59:00+00:00,1825.5,1825.5,1826.300048828125,1823.0999755859375,1824.9000244140625,19691
2026-04-23 04:00:00+00:00,1827.4000244140625,1827.4000244140625,1827.4000244140625,1825.5,1826.0,33557
2026-04-23 04:01:00+00:00,1827.0,1827.0,1828.5999755859375,1826.800048828125,1826.800048828125,15023
2026-04-23 04:02:00+00:00,1826.300048828125,1826.300048828125,1827.0,1825.300048828125,1827.0,15476
2026-04-23 04:03:00+00:00,1825.0,1825.0,1826.9000244140625,1825.0,1826.699951171875,26221
2026-04-23 04:04:00+00:00,1825.199951171875,1825.199951171875,1825.300048828125,1824.4000244140625,1824.5999755859375,15818
2026-04-23 04:05:00+00:00,1824.699951171875,1824.699951171875,1825.300048828125,1824.0999755859375,1824.0999755859375,14451
2026-04-23 04:06:00+00:00,1824.5,1824.5,1825.0,1823.800048828125,1824.800048828125,20209
2026-04-23 04:07:00+00:00,1826.0,1826.0,1826.0,1824.5,1824.9000244140625,10124
2026-04-23 04:08:00+00:00,1825.0,1825.0,1825.300048828125,1824.5,1824.5,16849
2026-04-23 04:09:00+00:00,1825.4000244140625,1825.4000244140625,1826.0,1825.0,1825.0,4554
2026-04-23 04:10:00+00:00,1825.5999755859375,1825.5999755859375,1826.0,1825.4000244140625,1826.0,5174
2026-04-23 04:11:00+00:00,1827.300048828125,1827.300048828125,1827.300048828125,1825.699951171875,1825.699951171875,3199
2026-04-23 04:12:00+00:00,1828.4000244140625,1828.4000244140625,1828.4000244140625,1827.0,1827.9000244140625,9354
2026-04-23 04:13:00+00:00,1828.9000244140625,1828.9000244140625,1829.4000244140625,1828.5999755859375,1828.9000244140625,9574
2026-04-23 04:14:00+00:00,1830.9000244140625,1830.9000244140625,1831.0,1829.0,1829.199951171875,16913
2026-04-23 04:15:00+00:00,1830.0999755859375,1830.0999755859375,1830.800048828125,1830.0,1830.800048828125,9248
2026-04-23 04:16:00+00:00,1830.4000244140625,1830.4000244140625,1830.5,1830.0,1830.199951171875,7661
2026-04-23 04:17:00+00:00,1831.0,1831.0,1832.4000244140625,1830.5,1830.5,15790
2026-04-23 04:18:00+00:00,1832.300048828125,1832.300048828125,1832.9000244140625,1830.800048828125,1831.199951171875,11978
2026-04-23 04:19:00+00:00,1832.800048828125,1832.800048828125,1833.0,1832.199951171875,1832.4000244140625,3799
2026-04-23 04:20:00+00:00,1832.0,1832.0,1833.300048828125,1831.4000244140625,1832.800048828125,16587
2026-04-23 04:21:00+00:00,1832.199951171875,1832.199951171875,1833.300048828125,1832.0,1832.0,24672
2026-04-23 04:22:00+00:00,1834.800048828125,1834.800048828125,1835.0,1832.699951171875,1832.699951171875,23691
2026-04-23 04:23:00+00:00,1834.0999755859375,1834.0999755859375,1835.0,1833.300048828125,1835.0,15204
2026-04-23 04:24:00+00:00,1834.199951171875,1834.199951171875,1834.5,1833.5999755859375,1834.0,4020
2026-04-23 04:25:00+00:00,1834.300048828125,1834.300048828125,1835.0,1833.800048828125,1834.5,11446
2026-04-23 04:26:00+00:00,1832.199951171875,1832.199951171875,1834.300048828125,1832.0,1834.300048828125,21668
2026-04-23 04:27:00+00:00,1833.0,1833.0,1833.5,1832.5,1832.699951171875,6377
2026-04-23 04:28:00+00:00,1832.699951171875,1832.699951171875,1833.300048828125,1832.300048828125,1833.0,8260
2026-04-23 04:29:00+00:00,1833.0,1833.0,1833.699951171875,1832.699951171875,1832.699951171875,5010
2026-04-23 04:30:00+00:00,1832.199951171875,1832.199951171875,1834.0,1832.199951171875,1833.5,22911
2026-04-23 04:31:00+00:00,1832.300048828125,1832.300048828125,1832.4000244140625,1831.800048828125,1831.800048828125,5410
2026-04-23 04:32:00+00:00,1833.4000244140625,1833.4000244140625,1833.4000244140625,1832.300048828125,1832.300048828125,2283
2026-04-23 04:33:00+00:00,1834.0999755859375,1834.0999755859375,1834.0999755859375,1833.0999755859375,1833.5,11151
2026-04-23 04:34:00+00:00,1834.0,1834.0,1834.5999755859375,1834.0,1834.4000244140625,12382
2026-04-23 04:35:00+00:00,1834.199951171875,1834.199951171875,1834.5,1833.699951171875,1834.199951171875,10197
2026-04-23 04:36:00+00:00,1832.0,1832.0,1834.5,1832.0,1834.5,9940
2026-04-23 04:37:00+00:00,1831.0,1831.0,1832.5999755859375,1830.800048828125,1832.5,6926
2026-04-23 04:38:00+00:00,1832.0,1832.0,1832.5999755859375,1830.800048828125,1831.5,10705
2026-04-23 04:39:00+00:00,1832.5,1832.5,1833.0999755859375,1832.0,1832.5,5129
2026-04-23 04:40:00+00:00,1832.300048828125,1832.300048828125,1832.5,1831.5,1832.5,7463
2026-04-23 04:41:00+00:00,1832.9000244140625,1832.9000244140625,1833.300048828125,1831.5999755859375,1832.4000244140625,18744
2026-04-23 04:42:00+00:00,1832.4000244140625,1832.4000244140625,1833.300048828125,1832.199951171875,1833.199951171875,3002
2026-04-23 04:43:00+00:00,1833.5,1833.5,1834.0999755859375,1832.5999755859375,1832.800048828125,26268
2026-04-23 04:44:00+00:00,1834.699951171875,1834.699951171875,1834.699951171875,1833.5,1833.9000244140625,3016
2026-04-23 04:45:00+00:00,1832.199951171875,1832.199951171875,1834.699951171875,1832.0,1834.699951171875,44495
2026-04-23 04:46:00+00:00,1834.0999755859375,1834.0999755859375,1834.199951171875,1830.9000244140625,1832.5999755859375,16386
2026-04-23 04:47:00+00:00,1834.0999755859375,1834.0999755859375,1834.5999755859375,1833.5999755859375,1834.199951171875,2527
2026-04-23 04:48:00+00:00,1835.0999755859375,1835.0999755859375,1835.0999755859375,1833.300048828125,1834.0999755859375,301942
2026-04-23 04:49:00+00:00,1836.5,1836.5,1836.699951171875,1835.0,1835.5,12579
2026-04-23 04:50:00+00:00,1837.5,1837.5,1837.5,1836.4000244140625,1836.5,5695
2026-04-23 04:51:00+00:00,1836.0,1836.0,1837.800048828125,1836.0,1837.5,7758
2026-04-23 04:52:00+00:00,1836.5999755859375,1836.5999755859375,1836.5999755859375,1836.199951171875,1836.4000244140625,2073
2026-04-23 04:53:00+00:00,1837.5,1837.5,1837.5,1836.699951171875,1837.0,3637
2026-04-23 04:54:00+00:00,1837.4000244140625,1837.4000244140625,1837.5,1837.4000244140625,1837.5,17834
2026-04-23 04:55:00+00:00,1837.5,1837.5,1837.5,1837.4000244140625,1837.4000244140625,19517
2026-04-23 04:56:00+00:00,1837.5,1837.5,1837.9000244140625,1837.199951171875,1837.5,69615
2026-04-23 04:57:00+00:00,1837.4000244140625,1837.4000244140625,1838.0,1837.4000244140625,1837.800048828125,5925
2026-04-23 04:58:00+00:00,1837.5,1837.5,1837.5,1837.4000244140625,1837.4000244140625,2134
2026-04-23 04:59:00+00:00,1837.5,1837.5,1837.5,1837.4000244140625,1837.4000244140625,3212
2026-04-23 05:00:00+00:00,1837.199951171875,1837.199951171875,1837.5,1836.699951171875,1837.5,18915
2026-04-23 05:01:00+00:00,1837.300048828125,1837.300048828125,1837.300048828125,1837.0,1837.199951171875,2741
2026-04-23 05:02:00+00:00,1837.5,1837.5,1837.5,1836.9000244140625,1837.199951171875,4984
2026-04-23 05:03:00+00:00,1837.4000244140625,1837.4000244140625,1837.5,1837.300048828125,1837.5,3312
2026-04-23 05:04:00+00:00,1837.0999755859375,1837.0999755859375,1837.4000244140625,1837.0999755859375,1837.4000244140625,8373
2026-04-23 05:05:00+00:00,1837.300048828125,1837.300048828125,1837.699951171875,1836.4000244140625,1837.4000244140625,63983
2026-04-23 05:06:00+00:00,1837.0999755859375,1837.0999755859375,1837.5,1836.5999755859375,1837.199951171875,29338
2026-04-23 05:07:00+00:00,1835.9000244140625,1835.9000244140625,1837.300048828125,1834.800048828125,1837.300048828125,30688
2026-04-23 05:08:00+00:00,1835.9000244140625,1835.9000244140625,1836.0999755859375,1835.0,1835.9000244140625,29760
2026-04-23 05:09:00+00:00,1835.0,1835.0,1835.5,1834.9000244140625,1835.5,5339
2026-04-23 05:10:00+00:00,1835.300048828125,1835.300048828125,1835.5,1835.0,1835.300048828125,2928
2026-04-23 05:11:00+00:00,1836.4000244140625,1836.4000244140625,1836.4000244140625,1835.0999755859375,1835.4000244140625,15993
2026-04-23 05:12:00+00:00,1837.5,1837.5,1837.5,1836.4000244140625,1836.4000244140625,4797
2026-04-23 05:13:00+00:00,1836.699951171875,1836.699951171875,1837.5,1836.300048828125,1837.5,6900
2026-04-23 05:14:00+00:00,1836.4000244140625,1836.4000244140625,1836.5,1836.0999755859375,1836.5,4280
2026-04-23 05:15:00+00:00,1836.0999755859375,1836.0999755859375,1836.4000244140625,1836.0,1836.4000244140625,8098
2026-04-23 05:16:00+00:00,1834.9000244140625,1834.9000244140625,1836.0,1834.4000244140625,1836.0,87680
2026-04-23 05:17:00+00:00,1835.4000244140625,1835.4000244140625,1835.800048828125,1833.300048828125,1835.0999755859375,17532
2026-04-23 05:18:00+00:00,1834.699951171875,1834.699951171875,1836.0,1833.199951171875,1835.9000244140625,22524
2026-04-23 05:19:00+00:00,1834.0999755859375,1834.0999755859375,1835.9000244140625,1833.5,1834.9000244140625,16692
2026-04-23 05:20:00+00:00,1833.699951171875,1833.699951171875,1835.0,1833.699951171875,1834.699951171875,5450
2026-04-23 05:21:00+00:00,1834.199951171875,1834.199951171875,1834.199951171875,1833.5,1833.5999755859375,3233
2026-04-23 05:22:00+00:00,1833.699951171875,1833.699951171875,1835.5,1833.699951171875,1834.300048828125,14026
2026-04-23 05:23:00+00:00,1833.800048828125,1833.800048828125,1836.0,1833.800048828125,1834.4000244140625,30885
2026-04-23 05:24:00+00:00,1834.9000244140625,1834.9000244140625,1835.0,1834.300048828125,1834.300048828125,2458
2026-04-23 05:25:00+00:00,1835.0999755859375,1835.0999755859375,1835.5999755859375,1834.199951171875,1834.9000244140625,7078
2026-04-23 05:26:00+00:00,1834.300048828125,1834.300048828125,1835.199951171875,1834.0999755859375,1835.0999755859375,6108
2026-04-23 05:27:00+00:00,1834.4000244140625,1834.4000244140625,1835.0999755859375,1834.0999755859375,1834.699951171875,5943
2026-04-23 05:28:00+00:00,1835.5999755859375,1835.5999755859375,1836.0,1834.5,1834.9000244140625,3568
2026-04-23 05:29:00+00:00,1835.699951171875,1835.699951171875,1836.0999755859375,1835.4000244140625,1835.5,6412
2026-04-23 05:30:00+00:00,1836.0,1836.0,1836.0,1835.699951171875,1835.800048828125,4390
2026-04-23 05:31:00+00:00,1836.699951171875,1836.699951171875,1836.9000244140625,1836.0,1836.0,1444
2026-04-23 05:32:00+00:00,1837.5,1837.5,1837.5,1836.4000244140625,1836.9000244140625,16436
2026-04-23 05:33:00+00:00,1836.199951171875,1836.199951171875,1837.4000244140625,1836.0,1837.199951171875,9865
2026-04-23 05:34:00+00:00,1836.5999755859375,1836.5999755859375,1836.5999755859375,1836.0,1836.199951171875,2817
2026-04-23 05:35:00+00:00,1837.300048828125,1837.300048828125,1837.5,1836.5999755859375,1836.5999755859375,7874
2026-04-23 05:36:00+00:00,1836.300048828125,1836.300048828125,1837.300048828125,1836.300048828125,1837.300048828125,3630
2026-04-23 05:37:00+00:00,1837.0,1837.0,1837.4000244140625,1836.300048828125,1836.5999755859375,2729
2026-04-23 05:38:00+00:00,1836.800048828125,1836.800048828125,1837.5,1836.5,1837.5,6287
2026-04-23 05:39:00+00:00,1836.699951171875,1836.699951171875,1837.199951171875,1836.199951171875,1836.9000244140625,4486
